candidate_id,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,Re,alpha_pred_opt,CL_pred_opt,CD_pred_opt,CM_pred_opt,CL_CD_pred_opt,distance_to_train,max_thickness,xfoil_converged,alpha_xfoil_opt,CL_xfoil_opt,CD_xfoil_opt,CM_xfoil_opt,CL_CD_xfoil_opt,n_xfoil_points,xfoil_polar_sufficient,alpha_pred_at_xfoil_opt,CL_pred_at_xfoil_opt,CD_pred_at_xfoil_opt,CM_pred_at_xfoil_opt,CL_CD_pred_at_xfoil_opt,delta_alpha_opt_deg,erro_CL_CD_max_pct,erro_CL_no_alpha_xfoil_pct,erro_CD_no_alpha_xfoil_pct
11,0.24158396986714098,0.28701549341239757,0.2263989062529988,0.1997751720217482,0.17050196077661806,0.3414552296350433,0.5602386749593521,-0.11319816275868594,0.027936528822435233,-0.04832661646483487,0.19756505649307313,-0.09260796302085146,0.09954008468176247,0.1657256164977584,250000.0,3.5,1.3795701265335083,0.008584565483033657,-0.18288031220436096,160.703547460854,2.3310980155668117,0.09573140846208657,True,7.75,1.3574,0.01905,-0.1098,71.25459317585302,49,True,7.75,1.654880166053772,0.017072567716240883,-0.16620871424674988,96.93211903207207,4.25,125.53429933175694,21.915438783982026,10.38022196199012
12,0.24570400430834133,0.28695943572676863,0.22863238619496146,0.22348034431200958,0.1773001904527764,0.33775274155434,0.5621801493468674,-0.10896714500401622,0.039082499405883174,-0.046325834478901644,0.18698119546710923,-0.09158912511352868,0.11373641467016722,0.16506326637979596,250000.0,3.5,1.3790876865386963,0.00858163833618164,-0.18311558663845062,160.70214480191143,2.301101020423566,0.09504130504343448,True,7.25,1.3189,0.01826,-0.1131,72.2289156626506,48,True,7.25,1.6379128694534302,0.014101819135248661,-0.17182296514511108,116.14904812949499,3.75,122.49004201098661,24.18779812369628,22.772074834344675
13,0.24401440303256192,0.2880926908033269,0.22228915731583548,0.1836495600780006,0.18580956497922227,0.3436161023584825,0.5593574565099136,-0.10926950560337556,0.02815705523316378,-0.055544845718195,0.19102874783609508,-0.09428331245755314,0.09558038928489401,0.16510881689432583,250000.0,3.5,1.3794792890548706,0.008584163151681423,-0.18311743438243866,160.70049749516528,2.3334145653264855,0.09578584463066983,True,8.0,1.3709,0.01969,-0.1069,69.6241747079736,49,True,8.0,1.6548848152160645,0.01706252060830593,-0.16634751856327057,96.98946909464694,4.5,130.8113498927569,20.715210096729482,13.34423256319994
14,0.2487981576478402,0.2877688924375628,0.2252836125155726,0.21777159613768554,0.17950475415365336,0.3347460089575218,0.5662727815733591,-0.10871929755158424,0.03933629104184842,-0.050633182047459986,0.19330105659226304,-0.09171039320571692,0.10430253765725297,0.1660396952462749,250000.0,3.5,1.3773940801620483,0.008571663871407509,-0.18299029767513275,160.69156476802834,2.3179728553637844,0.09518857501019296,True,7.5,1.3365,0.01874,-0.1103,71.31803628601921,48,True,7.5,1.6545802354812622,0.01706709712743759,-0.16635194420814514,96.94561548028622,4.0,125.31686672299672,23.799493863169637,8.926909672157995
15,0.24769258209272557,0.28375411272717055,0.2255159160768089,0.2441950174429437,0.1704901507330262,0.3520914190533242,0.5607728429363216,-0.1085232318720031,0.04450560341604829,-0.05887674509895638,0.1876517562409424,-0.09230835440020768,0.11261118364396798,0.16091735768163834,250000.0,3.5,1.3772884607315063,0.008571116253733635,-0.1825861632823944,160.68950880599132,2.309045293113171,0.09531306172812885,True,7.0,1.2819,0.01778,-0.112,72.09786276715411,49,True,7.0,1.6363939046859741,0.014076914638280869,-0.17102265357971191,116.24663122101715,3.5,122.87693787116977,27.653787712456047,20.82725175320097
16,0.2429193319775134,0.28701549341239757,0.23271869727354133,0.20662008844845833,0.18614719227583842,0.3414552296350433,0.5602386749593521,-0.1136709633869945,0.04624727599639263,-0.03518395633174558,0.1938778606532318,-0.09094886344160784,0.09954008468176247,0.1637842942600094,250000.0,3.5,1.3800230026245117,0.008588227443397045,-0.1830875128507614,160.68775678333085,2.2893587307627086,0.09312536653528929,True,8.0,1.3807,0.01925,-0.1085,71.72467532467533,47,True,8.0,1.6553367376327515,0.017017271369695663,-0.16637900471687317,97.27392257377838,4.5,124.0341361685463,19.89112317177891,11.598590287295254
17,0.24521857726269317,0.288349518831885,0.22804456736121437,0.1971750743401021,0.1723378975371087,0.3278377755872871,0.5605205438806301,-0.11571383965877202,0.044634846268056895,-0.0562894907457524,0.19471954391046345,-0.09139202967857452,0.10879322648349703,0.16370485005190366,250000.0,3.5,1.3774081468582153,0.008572016842663288,-0.18203261494636536,160.68658894868207,2.244205672625105,0.09497651340592186,True,7.75,1.3679,0.0191,-0.1103,71.61780104712042,48,True,7.75,1.654080867767334,0.01695229485630989,-0.16585205495357513,97.57268156244115,4.25,124.36682863658362,20.921183402831648,11.24452954811575
18,0.24512463931389122,0.2873004426067896,0.229707630544721,0.20389729015394256,0.1831853256195635,0.3418629877919701,0.5612407077038235,-0.10989593910998911,0.03918647405628547,-0.07401810358074055,0.1922966800295836,-0.09264473066746354,0.10796228060613496,0.1646856940086924,250000.0,3.5,1.3767908811569214,0.008568452671170235,-0.1824415624141693,160.68138951030542,2.235023450611634,0.09690774430581732,True,7.5,1.3343,0.0188,-0.1112,70.97340425531915,48,True,7.5,1.6505331993103027,0.016667935997247696,-0.16587947309017181,99.02445027283811,4.0,126.39662165882798,23.70030722553419,11.340765972086727
19,0.24875047298521158,0.2868837876468121,0.2086046932559468,0.19617239759222854,0.17050196077661806,0.3566279245491118,0.5505677735405062,-0.11319816275868594,0.04314998613963363,-0.0816854360630307,0.19141644308443467,-0.09260796302085146,0.09954008468176247,0.1629358900550385,250000.0,3.5,1.3773781061172485,0.008572442457079887,-0.1820470541715622,160.6751066587431,2.2897014145072827,0.0956245817260086,True,8.25,1.3854,0.02022,-0.104,68.51632047477746,49,True,8.25,1.6480942964553833,0.016549360007047653,-0.16559061408042908,99.5865879860932,4.75,134.5063271719204,18.961620936580292,18.153511340021492
20,0.24576267515930653,0.2882726338330799,0.22836195223226646,0.19903988830885902,0.17634309343464313,0.35471418742666194,0.5629665988337806,-0.11166976421623695,0.038905984631943245,-0.08352377179580207,0.18699246013416615,-0.09423125818330785,0.09975691974354764,0.1652300806246743,250000.0,3.5,1.377271294593811,0.00857179518789053,-0.18212537467479706,160.6747786670752,2.2720952170760405,0.09801652951703249,True,8.25,1.3887,0.01982,-0.1055,70.06559031281533,49,True,8.25,1.650593876838684,0.016677746549248695,-0.16568991541862488,98.96983815916309,4.75,129.32052374029172,18.858923946041912,15.853952829219503
